pIB045 pTET-SPksh1-CBHI-CWP2-tTDH1,pYTK003,pMYT015,pYSD005,pCDE069,pYSD082,pYTK066,pYTK068,pYTK095
pIB046 pTET-SPsrl1-CBHI-CWP2-tTDH1,pYTK003,pMYT015,pYSD009,pCDE069,pYSD082,pYTK066,pYTK068,pYTK095
pIB047 pTET-SPcrh1-CBHI-CWP2-tTDH1,pYTK003,pMYT015,pYSD002,pCDE069,pYSD082,pYTK066,pYTK068,pYTK095
pIB048 pTET-SPost1p-CBHI-CWP2-tTDH1,pYTK003,pMYT015,pYSD007,pCDE069,pYSD082,pYTK066,pYTK068,pYTK095
pIB049 pTET-SPsuc2-BGL-AGA2-tTDH1,pYTK004,pMYT015,pYSD004,pCDE068,pYSD081,pYTK066,pYTK069,pYTK095
pIB050 pTET-SPplb1-BGL-AGA2-tTDH1,pYTK004,pMYT015,pYSD008,pCDE068,pYSD081,pYTK066,pYTK069,pYTK095
pIB051 pTET-SPksh1-BGL-AGA2-tTDH1,pYTK004,pMYT015,pYSD005,pCDE068,pYSD081,pYTK066,pYTK069,pYTK095
pIB052 pTET-SPsrl1-BGL-AGA2-tTDH1,pYTK004,pMYT015,pYSD009,pCDE068,pYSD081,pYTK066,pYTK069,pYTK095
pIB053 pTET-SPcrh1-BGL-AGA2-tTDH1,pYTK004,pMYT015,pYSD002,pCDE068,pYSD081,pYTK066,pYTK069,pYTK095
pIB054 pTET-SPost1p-BGL-AGA2-tTDH1,pYTK004,pMYT015,pYSD007,pCDE068,pYSD081,pYTK066,pYTK069,pYTK095
pIB055 pTET-SPsuc2-BGL-SED1-tTDH1,pYTK004,pMYT015,pYSD004,pCDE068,pYSD083,pYTK066,pYTK069,pYTK095
pIB056 pTET-SPplb1-BGL-SED1-tTDH1,pYTK004,pMYT015,pYSD008,pCDE068,pYSD083,pYTK066,pYTK069,pYTK095
pIB057 pTET-SPksh1-BGL-SED1-tTDH1,pYTK004,pMYT015,pYSD005,pCDE068,pYSD083,pYTK066,pYTK069,pYTK095
pIB058 pTET-SPsrl1-BGL-SED1-tTDH1,pYTK004,pMYT015,pYSD009,pCDE068,pYSD083,pYTK066,pYTK069,pYTK095
pIB059 pTET-SPcrh1-BGL-SED1-tTDH1,pYTK004,pMYT015,pYSD002,pCDE068,pYSD083,pYTK066,pYTK069,pYTK095
pIB060 pTET-SPost1p-BGL-SED1-tTDH1,pYTK004,pMYT015,pYSD007,pCDE068,pYSD083,pYTK066,pYTK069,pYTK095
pIB061 pTET-SPsuc2-BGL-TIP1-tTDH1,pYTK004,pMYT015,pYSD004,pCDE068,pYSD084,pYTK066,pYTK069,pYTK095
pIB062 pTET-SPplb1-BGL-TIP1-tTDH1,pYTK004,pMYT015,pYSD008,pCDE068,pYSD084,pYTK066,pYTK069,pYTK095
pIB063 pTET-SPksh1-BGL-TIP1-tTDH1,pYTK004,pMYT015,pYSD005,pCDE068,pYSD084,pYTK066,pYTK069,pYTK095
pIB064 pTET-SPsrl1-BGL-TIP1-tTDH1,pYTK004,pMYT015,pYSD009,pCDE068,pYSD084,pYTK066,pYTK069,pYTK095
pIB065 pTET-SPcrh1-BGL-TIP1-tTDH1,pYTK004,pMYT015,pYSD002,pCDE068,pYSD084,pYTK066,pYTK069,pYTK095
pIB066 pTET-SPost1p-BGL-TIP1-tTDH1,pYTK004,pMYT015,pYSD007,pCDE068,pYSD084,pYTK066,pYTK069,pYTK095
pIB067 pTET-SPsuc2-BGL-CWP2-tTDH1,pYTK004,pMYT015,pYSD004,pCDE068,pYSD082,pYTK066,pYTK069,pYTK095
pIB068 pTET-SPplb1-BGL-CWP2-tTDH1,pYTK004,pMYT015,pYSD008,pCDE068,pYSD082,pYTK066,pYTK069,pYTK095
pIB069 pTET-SPksh1-BGL-CWP2-tTDH1,pYTK004,pMYT015,pYSD005,pCDE068,pYSD082,pYTK066,pYTK069,pYTK095
pIB070 pTET-SPsrl1-BGL-CWP2-tTDH1,pYTK004,pMYT015,pYSD009,pCDE068,pYSD082,pYTK066,pYTK069,pYTK095
pIB071 pTET-SPcrh1-BGL-CWP2-tTDH1,pYTK004,pMYT015,pYSD002,pCDE068,pYSD082,pYTK066,pYTK069,pYTK095
pIB072 pTET-SPost1p-BGL-CWP2-tTDH1,pYTK004,pMYT015,pYSD007,pCDE068,pYSD082,pYTK066,pYTK069,pYTK095
pIB073 pCCW12-AGA1-tPGK1,pYTK005,pYTK010,pYSD080,pYTK054,pYTK070,pYTK095
pIB074 pRAD27-rtTA-tENO2,pYTK006,pYTK025,pMYT018,pYTK055,pYTK071,pYTK095
pIB075 pUPR-Venus-tADH1,pYTK007,pUPR066,pYTK033,pYTK053,pYTK072,pYTK095
